Body Part,LEar,LEar,LEar,LElbow,LElbow,LElbow,LEye,LEye,LEye,LShoulder,LShoulder,LShoulder,LWrist,LWrist,LWrist,MidHip,MidHip,MidHip,Neck,Neck,Neck,Nose,Nose,Nose,REar,REar,REar,RElbow,RElbow,RElbow,REye,REye,REye,RShoulder,RShoulder,RShoulder,RWrist,RWrist,RWrist
Variable,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c,x,y,c
669,395.214,280.574,0.101,431.255,443.854,0.782,385.865,280.880,0.891,407.704,331.192,0.826,,,,368.682,483.025,0.714,365.365,330.952,0.832,381.075,292.590,0.880,349.111,275.011,0.840,295.019,419.250,0.804,370.135,280.234,0.934,320.027,331.067,0.809,318.436,486.101,0.853
670,395.212,280.602,0.102,431.258,443.864,0.779,385.867,280.898,0.894,407.700,330.920,0.827,421.915,421.606,0.762,368.682,483.025,0.714,365.480,330.844,0.832,381.075,292.862,0.884,349.376,275.271,0.839,295.018,419.080,0.804,370.139,280.611,0.941,320.030,331.069,0.810,318.437,486.100,0.853
671,395.208,280.652,0.103,431.261,443.680,0.771,385.868,280.909,0.896,407.809,330.945,0.827,421.917,421.804,0.760,368.682,483.025,0.714,365.480,331.070,0.833,381.077,293.025,0.888,349.495,275.542,0.837,295.016,419.129,0.804,370.142,280.835,0.945,320.030,331.072,0.811,318.438,486.099,0.853
672,395.205,280.723,0.104,431.266,443.438,0.759,385.754,280.912,0.896,407.808,331.042,0.826,421.918,422.027,0.758,368.682,483.025,0.714,365.484,331.165,0.834,381.080,293.078,0.889,349.562,275.800,0.836,295.013,419.283,0.805,370.145,280.799,0.946,320.032,331.073,0.810,318.438,486.095,0.854
673,395.203,280.817,0.104,431.271,443.162,0.746,385.759,280.909,0.895,407.812,331.235,0.825,421.918,422.274,0.756,368.682,483.025,0.714,365.490,331.242,0.835,381.084,293.025,0.890,349.555,276.140,0.835,295.011,419.654,0.804,370.149,280.724,0.943,320.033,331.074,0.810,318.437,486.093,0.853
674,395.202,280.929,0.104,431.277,442.874,0.732,385.855,280.901,0.894,407.815,331.292,0.824,421.916,422.545,0.754,368.682,483.025,0.714,365.494,331.297,0.835,381.086,292.864,0.889,349.705,276.310,0.834,295.009,419.901,0.804,370.153,280.593,0.939,320.033,331.074,0.809,318.438,486.205,0.853
675,395.204,280.817,0.104,431.282,442.598,0.719,386.028,280.889,0.892,407.812,331.321,0.823,421.914,422.841,0.754,368.682,483.025,0.714,365.494,331.327,0.835,381.093,292.485,0.888,349.529,276.197,0.834,295.006,420.024,0.803,370.159,280.386,0.933,320.034,331.073,0.808,318.434,486.084,0.853
676,395.204,280.817,0.104,431.287,442.356,0.708,386.252,280.878,0.891,407.807,331.327,0.824,421.910,423.161,0.753,368.682,483.025,0.714,365.491,331.335,0.835,381.100,292.117,0.886,349.609,276.023,0.834,295.005,420.116,0.803,370.168,280.331,0.928,320.034,331.072,0.807,318.434,485.987,0.853
677,395.204,280.817,0.104,431.290,442.172,0.699,386.508,280.873,0.890,407.802,331.316,0.825,422.021,423.622,0.753,368.682,483.025,0.714,365.489,331.324,0.834,381.106,291.985,0.886,349.922,275.777,0.834,295.004,420.159,0.803,370.177,280.322,0.925,320.036,331.071,0.806,318.436,486.030,0.854
678,395.204,280.817,0.104,431.292,442.068,0.694,386.778,280.875,0.890,407.796,331.284,0.828,421.904,423.922,0.751,368.682,483.025,0.714,365.486,331.292,0.833,381.114,291.982,0.888,350.213,275.692,0.835,295.006,420.132,0.803,370.186,280.361,0.925,320.037,331.069,0.806,318.436,485.864,0.855
679,395.204,280.817,0.104,431.292,442.068,0.694,387.037,280.881,0.889,407.790,331.233,0.830,421.914,424.309,0.753,368.682,483.025,0.714,365.483,331.242,0.832,381.123,292.109,0.891,350.228,275.653,0.835,295.008,420.011,0.801,370.196,280.448,0.927,320.037,331.070,0.806,318.435,485.738,0.855
680,395.204,280.817,0.104,431.290,442.195,0.700,387.267,280.891,0.889,407.779,331.153,0.832,421.808,424.187,0.756,368.682,483.025,0.714,365.476,331.167,0.830,381.133,292.476,0.896,350.312,275.656,0.835,295.011,420.024,0.799,370.206,280.579,0.930,320.036,331.070,0.806,318.435,485.655,0.856
681,395.204,280.817,0.104,431.290,442.195,0.700,387.444,280.902,0.889,407.770,331.055,0.833,421.667,423.908,0.760,368.682,483.025,0.714,365.471,331.074,0.829,381.143,292.857,0.902,350.356,275.818,0.836,295.011,420.061,0.799,370.216,280.753,0.935,320.036,331.070,0.805,318.435,485.730,0.857
682,,,,431.290,442.195,0.700,387.547,280.907,0.889,407.760,330.932,0.835,421.490,423.472,0.765,368.682,483.025,0.714,365.466,330.957,0.828,381.153,293.015,0.906,350.355,275.902,0.837,295.011,420.115,0.798,370.225,281.073,0.936,320.039,330.959,0.805,318.436,485.616,0.858
683,,,,431.290,442.195,0.700,387.553,280.904,0.889,407.754,331.034,0.836,421.277,422.878,0.772,368.682,483.025,0.714,365.463,331.063,0.828,381.160,293.064,0.907,350.310,275.934,0.837,295.012,420.193,0.797,370.231,281.071,0.936,320.040,330.959,0.805,318.437,485.678,0.858
684,,,,431.290,442.195,0.700,387.442,280.896,0.888,407.752,331.028,0.837,421.028,422.128,0.780,368.682,483.025,0.714,365.462,331.062,0.827,381.165,293.005,0.907,350.223,275.931,0.838,295.013,420.290,0.796,370.234,280.862,0.933,320.041,331.161,0.804,318.436,485.572,0.858
685,,,,431.290,442.195,0.700,387.446,280.886,0.887,407.753,331.022,0.836,420.744,421.219,0.790,368.682,483.025,0.714,365.461,331.060,0.828,381.167,292.845,0.906,350.090,275.918,0.839,295.014,420.405,0.795,370.233,280.691,0.929,320.039,331.324,0.804,318.436,485.551,0.858
686,,,,431.290,442.195,0.700,387.445,280.875,0.887,407.752,331.013,0.836,,,,368.682,483.025,0.714,365.458,330.947,0.828,381.164,292.583,0.903,349.916,275.661,0.840,295.017,420.296,0.795,370.231,280.468,0.925,320.037,331.336,0.803,318.436,485.612,0.858
687,395.219,280.862,0.070,431.290,442.195,0.700,387.442,280.863,0.886,407.752,331.011,0.837,,,,368.682,483.025,0.714,365.458,330.948,0.828,381.163,292.217,0.900,349.704,275.278,0.840,295.019,420.294,0.795,370.229,280.214,0.920,320.036,331.418,0.803,318.435,485.504,0.858
688,395.224,280.857,0.072,431.290,442.195,0.700,387.440,280.854,0.884,407.753,331.016,0.837,420.722,426.482,0.788,368.682,483.025,0.714,365.459,331.042,0.828,381.160,292.108,0.897,349.706,275.020,0.840,295.020,420.294,0.796,370.227,279.952,0.916,320.036,331.551,0.803,318.437,485.577,0.859
689,395.228,280.852,0.074,431.290,442.195,0.700,387.439,280.842,0.880,407.759,331.028,0.836,420.354,426.208,0.795,368.682,483.025,0.714,365.581,331.322,0.827,381.158,291.935,0.893,349.825,274.793,0.840,295.019,420.297,0.797,370.226,279.697,0.911,320.035,331.826,0.802,318.439,485.715,0.859
690,395.232,280.848,0.075,431.290,442.195,0.700,387.437,280.833,0.877,407.761,331.040,0.837,420.045,426.080,0.800,368.682,483.025,0.714,365.583,331.540,0.827,381.156,291.740,0.889,349.826,274.737,0.840,295.019,420.301,0.798,370.224,279.474,0.907,320.035,331.888,0.802,318.439,485.664,0.858
691,395.234,280.844,0.076,431.290,442.195,0.700,387.433,280.825,0.874,407.761,331.049,0.836,419.796,426.096,0.803,368.682,483.025,0.714,365.374,331.697,0.825,381.154,291.566,0.885,349.825,274.640,0.839,295.016,420.307,0.798,370.223,279.301,0.904,320.033,332.072,0.802,318.441,485.886,0.857
692,395.237,280.842,0.077,431.290,442.195,0.700,387.427,280.821,0.872,407.758,331.051,0.835,419.606,426.257,0.805,368.682,483.025,0.714,365.203,331.787,0.823,381.150,291.457,0.882,349.825,274.539,0.839,295.014,420.310,0.799,370.221,279.204,0.903,320.030,332.131,0.802,318.440,485.916,0.856
693,395.238,280.840,0.078,431.290,442.195,0.700,387.422,280.819,0.872,407.755,331.054,0.835,419.477,426.564,0.804,368.682,483.025,0.714,365.075,331.708,0.822,381.149,291.203,0.879,349.825,274.479,0.839,295.013,420.311,0.799,370.220,279.197,0.902,320.029,332.070,0.803,318.443,486.013,0.856
694,395.237,280.836,0.077,431.290,442.195,0.700,387.420,280.818,0.872,407.750,330.941,0.834,419.407,427.014,0.802,368.682,483.025,0.714,364.988,331.675,0.820,381.149,290.937,0.877,349.822,274.362,0.839,295.015,420.303,0.799,370.219,279.416,0.902,320.030,331.886,0.803,318.445,485.918,0.857
695,395.238,280.838,0.077,431.290,442.195,0.700,387.421,280.817,0.873,407.745,330.942,0.834,419.397,427.610,0.797,368.682,483.025,0.714,364.940,331.674,0.818,381.148,290.678,0.874,349.706,274.100,0.840,295.017,420.301,0.798,370.218,279.408,0.900,320.028,331.825,0.804,318.449,485.983,0.858
696,395.237,280.841,0.077,431.172,443.638,0.700,387.420,280.817,0.873,407.745,331.034,0.834,419.447,428.351,0.791,368.682,483.025,0.714,364.936,331.685,0.817,381.145,290.452,0.872,349.707,273.731,0.840,295.019,420.298,0.799,370.217,279.307,0.899,320.026,331.792,0.805,318.449,485.722,0.859
697,395.236,280.846,0.078,431.172,443.638,0.700,387.421,280.817,0.873,407.745,331.198,0.833,,,,368.682,483.025,0.714,364.975,331.686,0.817,381.142,290.276,0.869,349.919,273.299,0.842,295.023,420.298,0.799,370.216,279.133,0.897,320.026,331.569,0.805,318.451,485.716,0.860
698,395.233,280.850,0.079,431.272,442.702,0.697,387.305,280.818,0.874,407.747,331.416,0.834,420.258,429.066,0.795,368.682,483.025,0.714,365.057,331.659,0.817,381.138,290.176,0.867,350.090,272.848,0.845,295.028,420.298,0.799,370.216,278.910,0.895,320.026,331.267,0.805,318.454,485.944,0.859
699,395.230,280.855,0.080,431.442,440.719,0.696,387.307,280.820,0.873,407.752,331.665,0.834,417.604,428.856,0.793,368.682,483.025,0.714,365.184,331.823,0.818,381.137,290.172,0.866,350.107,272.417,0.848,295.031,420.296,0.800,370.217,278.657,0.893,320.025,331.125,0.806,318.456,486.151,0.859
700,395.227,280.862,0.081,431.663,437.641,0.700,387.405,280.819,0.871,407.759,331.928,0.833,415.211,428.716,0.791,368.682,483.025,0.714,365.355,332.071,0.819,381.136,290.282,0.866,350.194,272.050,0.851,295.032,420.298,0.800,370.219,278.392,0.891,320.025,331.055,0.805,318.459,486.337,0.860
701,395.222,280.869,0.083,431.917,433.924,0.708,387.582,280.818,0.868,407.772,332.187,0.831,413.077,428.644,0.790,368.682,483.025,0.714,365.574,332.404,0.821,381.138,290.280,0.865,350.334,271.786,0.855,295.033,420.306,0.800,370.223,278.136,0.887,320.025,331.077,0.804,318.462,486.503,0.860
702,395.217,280.877,0.084,432.182,430.110,0.717,387.812,280.821,0.867,407.778,332.412,0.830,411.204,428.642,0.790,368.682,483.025,0.714,365.578,332.573,0.821,381.140,290.280,0.866,350.506,271.672,0.859,295.038,420.316,0.798,370.229,277.913,0.884,320.026,330.967,0.803,318.464,486.647,0.859
703,395.211,280.886,0.086,432.435,426.484,0.725,388.071,280.822,0.867,407.784,332.582,0.827,409.591,428.708,0.790,368.682,483.025,0.714,365.467,332.780,0.822,381.142,290.281,0.867,350.689,271.607,0.862,295.042,420.327,0.796,370.123,277.743,0.881,320.026,331.079,0.801,318.465,486.765,0.859
704,,,,432.653,423.089,0.732,388.341,280.935,0.868,407.787,332.675,0.826,408.239,428.842,0.792,368.682,483.025,0.714,365.472,332.668,0.822,381.145,290.401,0.868,350.863,271.504,0.866,295.047,420.332,0.795,370.239,277.650,0.878,320.027,331.077,0.800,318.463,486.491,0.859
705,,,,432.819,420.690,0.737,388.486,280.936,0.868,407.790,332.675,0.825,407.120,428.930,0.798,368.682,483.025,0.714,365.476,332.466,0.822,381.149,290.401,0.868,351.006,271.291,0.869,295.053,420.339,0.792,370.226,277.762,0.874,320.030,331.075,0.799,318.466,486.527,0.859
706,,,,432.912,419.283,0.740,388.833,280.845,0.869,407.792,332.560,0.824,406.365,429.295,0.805,368.682,483.025,0.714,365.480,332.390,0.821,381.156,290.304,0.869,351.096,271.233,0.871,294.946,420.343,0.790,370.415,277.874,0.872,320.032,331.073,0.798,318.466,486.492,0.860
707,395.234,281.085,0.171,432.909,419.595,0.740,388.988,280.680,0.869,407.795,332.558,0.823,406.036,429.802,0.807,368.682,483.025,0.714,365.483,332.336,0.822,381.161,290.128,0.868,351.112,271.106,0.872,294.950,420.350,0.789,370.452,277.774,0.867,320.033,331.071,0.796,318.465,486.394,0.861
708,395.254,280.944,0.110,432.900,421.940,0.741,389.162,280.462,0.870,407.798,332.561,0.823,405.943,430.171,0.803,368.682,483.025,0.714,365.373,332.305,0.823,381.166,289.896,0.867,351.170,271.137,0.871,295.046,420.357,0.788,370.560,277.599,0.864,320.034,331.071,0.794,318.463,486.228,0.862
709,395.269,280.838,0.067,432.788,423.363,0.739,389.314,280.208,0.869,407.689,332.565,0.823,405.198,430.358,0.795,368.682,483.025,0.714,365.375,332.298,0.823,381.171,289.629,0.866,351.385,271.095,0.870,295.216,420.362,0.786,370.718,277.369,0.860,320.036,331.073,0.793,318.462,486.138,0.862
710,395.281,280.767,0.042,432.697,424.426,0.734,389.403,279.945,0.868,407.693,332.567,0.824,404.303,430.694,0.790,368.682,483.025,0.714,365.470,332.310,0.824,381.177,289.354,0.865,351.483,271.001,0.869,295.434,420.361,0.785,371.015,277.225,0.858,320.037,331.075,0.793,318.462,486.378,0.862
711,395.289,280.731,0.034,432.621,425.310,0.734,389.876,279.688,0.866,407.790,332.574,0.823,402.896,430.995,0.782,368.682,483.025,0.714,365.642,332.343,0.826,381.185,289.093,0.865,351.543,270.875,0.868,295.679,420.352,0.786,371.214,276.832,0.855,319.929,331.073,0.792,318.462,486.461,0.863
712,395.293,280.731,0.045,432.571,425.905,0.739,390.241,279.353,0.861,407.963,332.472,0.820,401.367,430.947,0.778,368.684,482.910,0.714,365.757,332.396,0.829,381.302,288.863,0.864,351.657,270.624,0.868,295.934,420.343,0.786,371.309,276.354,0.853,319.936,331.070,0.790,318.463,486.504,0.863
713,395.294,280.765,0.074,432.545,426.460,0.747,390.400,279.183,0.857,408.188,332.487,0.814,399.768,431.079,0.775,368.682,482.910,0.714,366.018,332.472,0.832,381.537,288.573,0.864,351.919,270.493,0.869,296.067,420.338,0.788,371.410,276.051,0.853,320.039,331.066,0.787,318.464,486.508,0.862
714,395.291,280.769,0.098,432.653,427.127,0.756,390.274,279.182,0.854,408.332,332.594,0.807,398.337,431.724,0.771,368.681,483.123,0.713,366.382,332.569,0.836,381.785,288.477,0.860,352.404,270.487,0.871,296.053,420.328,0.787,371.293,275.921,0.856,320.104,331.062,0.784,318.465,486.586,0.862
715,395.282,280.868,0.161,432.669,427.334,0.762,389.699,279.349,0.854,408.603,332.658,0.800,397.334,432.959,0.776,368.682,483.291,0.713,366.810,332.683,0.841,381.527,288.573,0.850,352.838,270.612,0.874,296.203,420.434,0.786,371.087,275.961,0.861,320.339,331.053,0.780,318.465,486.502,0.863
716,395.270,281.048,0.257,432.606,427.022,0.769,388.867,279.689,0.860,408.960,332.889,0.794,396.639,434.211,0.781,368.681,483.413,0.713,367.260,332.576,0.846,380.763,288.869,0.845,353.081,270.739,0.877,296.552,420.540,0.785,371.058,276.298,0.866,320.701,331.155,0.777,318.465,486.397,0.862
717,395.256,281.277,0.380,432.489,427.097,0.776,387.750,279.954,0.874,409.360,333.245,0.787,396.040,436.322,0.791,368.677,483.489,0.712,367.687,332.579,0.851,379.418,289.100,0.842,353.460,270.706,0.885,297.234,420.435,0.780,370.684,276.568,0.868,320.913,331.142,0.773,318.467,486.312,0.863
718,395.240,281.540,0.516,432.340,427.123,0.785,386.599,280.234,0.890,409.641,333.568,0.781,395.634,439.191,0.803,368.672,483.521,0.712,367.940,332.583,0.856,377.777,289.362,0.845,353.697,270.773,0.883,298.115,420.159,0.776,370.050,276.894,0.865,321.285,331.034,0.767,318.470,485.932,0.868
719,395.228,281.815,0.654,432.175,427.769,0.797,385.190,280.506,0.903,409.998,334.058,0.775,395.994,442.095,0.810,368.666,483.509,0.711,368.201,332.591,0.861,376.007,289.637,0.849,353.769,270.855,0.872,299.317,419.748,0.772,368.823,277.253,0.861,321.854,330.968,0.761,318.472,485.416,0.874
720,395.215,282.078,0.780,432.017,428.732,0.809,383.692,280.746,0.914,410.134,334.525,0.771,396.036,445.710,0.810,368.660,483.454,0.711,368.408,332.597,0.865,374.074,289.900,0.851,353.792,270.800,0.858,300.618,419.258,0.768,367.287,277.291,0.859,322.743,330.733,0.757,318.473,484.805,0.881
721,395.211,282.194,0.882,431.648,429.566,0.820,382.081,280.817,0.920,410.456,335.139,0.767,396.253,449.554,0.813,368.654,483.358,0.710,368.751,332.600,0.868,371.743,290.011,0.850,353.731,270.704,0.840,301.795,418.844,0.768,365.520,277.138,0.857,323.828,330.374,0.754,318.481,484.275,0.889
722,395.210,282.248,0.953,431.414,429.777,0.829,380.366,280.921,0.922,411.106,335.820,0.765,396.860,453.481,0.817,368.648,483.222,0.710,369.075,332.597,0.871,369.411,290.183,0.849,353.585,270.566,0.817,302.963,418.548,0.770,363.717,276.919,0.855,324.864,329.927,0.752,318.487,483.884,0.897
723,395.327,282.203,0.983,431.236,430.600,0.835,378.808,281.022,0.921,411.885,336.370,0.761,396.899,457.567,0.816,368.644,483.046,0.710,369.342,332.594,0.875,367.133,290.376,0.846,353.354,270.386,0.789,303.995,417.956,0.775,361.943,276.594,0.856,325.957,329.438,0.751,318.494,483.455,0.905
724,395.328,282.363,0.973,431.137,431.785,0.837,377.253,281.083,0.917,412.711,336.933,0.760,396.952,461.453,0.808,368.642,482.831,0.711,369.401,332.589,0.877,365.305,290.549,0.845,353.039,270.164,0.757,304.763,417.302,0.779,360.251,276.474,0.861,327.201,328.948,0.753,318.500,482.950,0.909
725,395.233,282.734,0.940,431.134,433.052,0.835,375.671,281.194,0.913,413.382,337.649,0.759,397.031,465.420,0.798,368.638,482.830,0.710,369.671,332.584,0.878,363.760,290.658,0.844,352.640,269.900,0.721,305.144,416.571,0.785,358.831,276.545,0.870,328.359,328.501,0.756,318.502,482.558,0.910
726,394.959,283.671,0.926,431.249,434.497,0.829,374.133,281.451,0.911,414.042,338.323,0.759,397.037,469.525,0.797,368.638,482.948,0.710,369.890,332.584,0.879,362.390,290.805,0.840,,,,305.266,415.653,0.791,357.630,276.891,0.882,329.195,328.261,0.762,318.503,482.132,0.908
727,394.742,284.822,0.915,431.253,435.558,0.819,372.698,281.813,0.913,414.835,338.871,0.760,396.980,473.147,0.800,368.641,482.950,0.710,370.245,332.584,0.879,360.923,291.076,0.838,,,,305.311,414.703,0.798,356.925,277.473,0.895,330.055,328.146,0.769,318.501,481.530,0.902
728,394.586,286.284,0.909,431.255,436.666,0.810,371.641,282.132,0.918,415.566,339.460,0.763,396.629,476.153,0.808,368.641,482.950,0.710,370.561,332.587,0.877,359.640,291.438,0.843,,,,305.459,413.609,0.805,356.634,278.254,0.907,330.701,327.987,0.776,318.499,480.832,0.892
729,394.486,287.902,0.909,431.255,438.015,0.805,370.779,282.470,0.928,416.031,339.906,0.767,396.099,478.881,0.820,368.641,482.950,0.710,371.005,332.587,0.873,358.469,291.833,0.855,,,,305.786,412.364,0.811,356.402,278.815,0.913,331.006,327.614,0.783,318.496,480.110,0.884
730,394.450,289.533,0.912,431.255,439.226,0.802,370.352,283.003,0.932,416.370,340.036,0.770,395.655,480.966,0.836,368.641,482.950,0.710,371.495,332.590,0.868,357.898,292.124,0.868,,,,306.130,411.192,0.817,356.272,279.695,0.918,331.352,327.210,0.788,318.494,479.515,0.878
731,394.479,291.024,0.917,431.252,440.398,0.802,370.210,283.765,0.931,416.741,340.271,0.774,395.462,482.088,0.847,368.641,482.950,0.710,372.191,332.592,0.865,357.686,292.493,0.879,,,,306.455,410.315,0.822,356.261,280.458,0.923,331.681,326.836,0.793,318.491,479.086,0.873
732,394.573,292.216,0.920,431.251,441.294,0.804,370.155,284.196,0.923,416.936,340.424,0.777,395.180,482.991,0.853,368.641,482.950,0.710,372.915,332.589,0.861,357.659,292.866,0.884,,,,306.714,409.507,0.827,356.262,280.870,0.931,332.062,326.185,0.796,318.491,478.765,0.870
733,394.624,292.965,0.926,431.251,441.777,0.811,370.303,284.585,0.911,417.385,340.695,0.780,395.214,483.478,0.862,368.641,482.950,0.710,373.607,332.587,0.857,357.697,293.186,0.886,,,,306.868,409.126,0.832,356.386,281.205,0.936,332.334,325.657,0.797,318.498,478.941,0.870
734,394.853,293.370,0.933,431.245,441.978,0.817,370.505,285.187,0.893,417.812,340.922,0.783,395.218,483.497,0.864,368.641,482.950,0.710,374.316,332.585,0.854,358.011,293.413,0.883,,,,307.119,409.017,0.836,356.525,281.518,0.940,332.455,325.269,0.797,318.501,479.135,0.873
735,395.238,293.459,0.937,431.244,442.192,0.823,371.276,286.032,0.877,418.172,341.059,0.784,395.088,483.326,0.860,368.641,482.950,0.710,374.750,332.583,0.852,358.778,293.859,0.875,,,,307.448,408.753,0.836,356.902,281.782,0.941,332.631,325.042,0.796,318.504,479.375,0.877
736,395.517,293.632,0.937,431.244,442.483,0.825,372.399,286.989,0.865,418.543,341.443,0.787,395.196,483.258,0.851,368.525,482.950,0.711,374.984,332.585,0.848,359.891,294.435,0.868,,,,307.612,408.726,0.834,357.142,282.056,0.941,332.839,324.997,0.793,318.504,479.662,0.880
737,395.758,293.614,0.932,431.244,442.458,0.825,373.740,287.931,0.859,418.649,341.696,0.788,395.199,483.265,0.847,368.524,482.952,0.711,374.983,332.587,0.846,361.221,295.053,0.860,,,,307.615,409.057,0.832,357.421,282.276,0.937,332.834,325.042,0.790,318.504,480.080,0.885
738,395.919,293.525,0.925,431.247,442.362,0.824,375.257,288.861,0.858,418.721,341.821,0.789,395.205,483.326,0.846,368.619,482.952,0.711,374.641,332.593,0.845,362.733,295.511,0.855,,,,307.455,408.992,0.829,357.800,282.629,0.928,332.621,325.433,0.788,318.503,480.356,0.889
739,396.077,293.596,0.916,431.251,442.073,0.821,376.698,289.792,0.864,418.647,341.816,0.788,395.200,483.655,0.841,368.789,482.951,0.710,374.207,332.598,0.845,364.171,296.205,0.851,,,,307.125,409.332,0.824,358.313,282.850,0.916,332.442,325.911,0.786,318.503,480.573,0.893
740,396.340,293.485,0.905,431.256,441.847,0.820,378.137,290.596,0.877,418.432,341.804,0.789,395.194,483.975,0.838,369.012,482.949,0.708,373.706,332.603,0.845,365.608,296.941,0.852,,,,306.979,409.883,0.820,358.975,283.122,0.901,332.210,326.199,0.784,318.391,480.693,0.896
741,396.661,292.933,0.894,431.259,441.701,0.817,379.405,291.390,0.896,418.069,341.544,0.788,395.190,484.264,0.836,369.267,482.945,0.707,373.183,332.608,0.848,366.765,297.634,0.855,356.092,279.670,0.102,306.705,410.903,0.815,359.891,283.386,0.884,332.055,326.604,0.782,318.391,481.158,0.904
742,397.008,292.047,0.882,431.258,441.546,0.814,380.588,292.328,0.913,417.806,341.061,0.786,395.085,484.614,0.832,369.533,482.941,0.705,372.588,332.612,0.852,368.065,298.327,0.857,356.102,279.712,0.269,306.464,411.936,0.808,361.156,283.944,0.870,331.775,327.064,0.782,318.490,481.950,0.905
743,397.215,290.927,0.871,431.254,441.068,0.808,381.418,293.091,0.929,417.552,340.630,0.785,395.213,484.772,0.829,369.789,482.937,0.703,371.983,332.617,0.858,368.995,298.937,0.858,356.110,279.715,0.415,306.182,413.127,0.800,362.530,284.406,0.859,331.410,327.515,0.782,318.538,482.008,0.910
744,397.597,289.682,0.859,431.251,440.564,0.803,381.997,293.123,0.939,417.441,340.174,0.782,395.323,484.741,0.826,370.013,482.933,0.702,371.431,332.621,0.863,369.651,299.420,0.859,356.116,279.680,0.540,305.917,414.483,0.793,363.878,284.852,0.853,331.004,327.889,0.782,318.885,481.944,0.909
745,397.855,288.428,0.851,431.248,440.085,0.800,382.336,293.108,0.942,417.266,339.741,0.779,395.405,484.771,0.822,370.183,482.929,0.700,370.999,332.624,0.869,370.049,299.508,0.860,356.121,279.607,0.645,305.398,415.638,0.783,365.078,285.047,0.850,330.600,328.497,0.784,319.012,480.957,0.905
746,398.194,287.386,0.845,431.243,439.669,0.797,382.470,293.044,0.935,417.071,339.372,0.776,395.476,484.396,0.824,370.280,482.926,0.700,370.751,332.625,0.873,370.211,299.296,0.858,356.123,279.495,0.729,304.521,416.198,0.773,365.995,284.985,0.852,330.241,328.940,0.783,319.246,478.638,0.900
747,398.474,286.436,0.843,431.237,439.242,0.794,382.705,292.745,0.926,416.893,339.109,0.773,395.518,484.083,0.825,370.280,482.924,0.700,370.492,332.624,0.877,370.456,299.038,0.857,356.124,279.345,0.792,303.554,416.376,0.762,366.755,284.674,0.857,330.081,329.200,0.783,319.882,475.778,0.889
748,398.680,285.588,0.844,431.230,439.204,0.793,382.771,291.945,0.915,416.776,339.002,0.771,395.537,483.714,0.827,370.164,482.924,0.700,370.383,332.625,0.880,370.512,298.649,0.860,356.120,279.051,0.825,302.176,416.049,0.756,367.140,284.458,0.866,329.930,329.257,0.781,320.589,471.789,0.875
749,398.785,284.948,0.846,431.221,438.969,0.791,382.861,290.746,0.905,416.398,338.832,0.769,395.540,483.428,0.831,370.163,482.926,0.700,370.207,332.622,0.884,370.573,297.949,0.866,356.115,279.062,0.826,300.744,415.170,0.756,367.287,284.029,0.878,329.606,329.086,0.779,321.429,467.147,0.859
750,398.770,284.723,0.848,431.215,438.907,0.789,382.852,289.368,0.898,416.128,338.737,0.768,395.510,483.236,0.832,370.163,482.926,0.700,370.109,332.617,0.886,370.515,297.005,0.878,356.109,278.802,0.813,299.296,413.441,0.763,367.260,283.428,0.887,329.265,329.038,0.776,322.222,462.108,0.842
751,398.496,284.992,0.852,431.208,439.019,0.787,382.727,287.946,0.898,415.964,338.738,0.767,395.456,483.383,0.830,370.163,482.926,0.700,370.101,332.611,0.888,370.320,296.135,0.891,356.103,278.557,0.804,297.767,411.941,0.771,367.136,282.813,0.897,328.830,328.765,0.773,322.798,457.177,0.828
752,398.319,285.071,0.853,431.202,439.300,0.786,382.710,286.514,0.904,415.909,338.860,0.768,395.373,483.526,0.828,370.163,482.926,0.700,370.205,332.605,0.890,370.210,295.417,0.907,356.095,278.116,0.788,296.469,410.219,0.783,366.900,282.247,0.901,328.569,328.408,0.768,323.132,452.855,0.825
753,398.332,284.956,0.853,431.198,439.755,0.784,382.585,285.223,0.913,415.959,338.863,0.769,395.276,483.770,0.827,370.163,482.926,0.700,370.201,332.598,0.892,369.973,294.718,0.919,355.982,277.557,0.780,295.230,409.027,0.792,366.894,281.709,0.905,328.507,328.120,0.764,323.587,449.877,0.828
754,398.387,285.003,0.849,431.197,440.012,0.781,382.583,284.218,0.923,416.115,338.747,0.770,395.166,484.120,0.825,370.163,482.926,0.700,370.088,332.589,0.892,370.080,294.139,0.926,355.984,276.947,0.780,294.242,407.699,0.795,366.990,281.390,0.906,328.309,327.618,0.760,323.177,448.333,0.828
755,398.667,285.187,0.843,431.197,440.134,0.780,382.678,283.397,0.933,416.383,338.750,0.773,395.278,484.328,0.819,370.163,482.926,0.700,370.090,332.583,0.893,370.060,293.524,0.927,356.081,276.342,0.782,293.094,406.703,0.795,367.164,280.775,0.904,328.308,327.103,0.757,322.292,447.067,0.834
756,399.259,285.491,0.838,431.203,440.438,0.782,382.742,282.753,0.938,416.759,338.845,0.775,395.275,484.595,0.812,370.163,482.926,0.700,370.189,332.686,0.891,370.231,293.081,0.923,356.250,275.698,0.785,292.229,405.733,0.793,367.396,280.407,0.901,328.490,326.427,0.756,320.007,446.315,0.831
